replicate,step,q_before,trust_before,cooldown_before,risk_probability,acceptance_probability,A,Y,Z,used_surrogate,detected_failure,N,V,D,log_M,capped_bound
0,51,0.37000000000000033,0.4000000000000002,0,0.37000000000000033,0.4000000000000002,0,0,0,0,0,30,16,2,-0.565601650919082,30.0
1,51,0.8,0.9500000000000002,0,0.8,0.9500000000000002,0,1,0,0,0,43,23,0,1.1797457709136623,43.0
2,51,0.5320000000000003,0.6500000000000001,0,0.5320000000000003,0.6500000000000001,0,0,0,0,0,27,14,1,0.024958940865762225,27.0
3,51,0.8,0.9000000000000001,0,0.8,0.9000000000000001,1,1,0,1,0,47,25,0,1.2823323596887635,47.0
0,52,0.37400000000000033,0.4020000000000002,0,0.37400000000000033,0.4020000000000002,1,0,0,1,0,31,16,2,-0.565601650919082,31.0
1,52,0.8,0.9520000000000002,0,0.8,0.9520000000000002,1,0,0,1,0,44,23,0,1.1797457709136623,44.0
2,52,0.5360000000000003,0.6520000000000001,0,0.5360000000000003,0.6520000000000001,1,0,0,1,0,28,14,1,0.024958940865762225,28.0
3,52,0.8,0.9020000000000001,0,0.8,0.9020000000000001,1,1,0,1,0,48,26,0,1.333625654076314,48.0
0,53,0.38400000000000034,0.4040000000000002,0,0.38400000000000034,0.4040000000000002,0,0,0,0,0,31,16,2,-0.565601650919082,31.0
1,53,0.8,0.9540000000000002,0,0.8,0.9540000000000002,1,1,0,1,0,45,24,0,1.2310390653012129,45.0
2,53,0.5460000000000003,0.6540000000000001,0,0.5460000000000003,0.6540000000000001,0,0,0,0,0,28,14,1,0.024958940865762225,28.0
3,53,0.8,0.9040000000000001,0,0.8,0.9040000000000001,1,1,1,1,1,49,27,1,0.6917717679039191,49.0
0,54,0.38800000000000034,0.4060000000000002,0,0.38800000000000034,0.4060000000000002,1,0,0,1,0,32,16,2,-0.565601650919082,32.0
1,54,0.8,0.9560000000000002,0,0.8,0.9560000000000002,1,1,0,1,0,46,25,0,1.2823323596887635,46.0
2,54,0.5500000000000003,0.6560000000000001,0,0.5500000000000003,0.6560000000000001,0,0,0,0,0,28,14,1,0.024958940865762225,28.0
3,54,0.6100000000000001,0.6060000000000001,8,0.6100000000000001,0.2560000000000001,1,1,0,1,0,50,28,1,0.7430650622914697,50.0
0,55,0.39800000000000035,0.4080000000000002,0,0.39800000000000035,0.4080000000000002,0,1,0,0,0,32,16,2,-0.565601650919082,32.0
1,55,0.8,0.9580000000000002,0,0.8,0.9580000000000002,1,0,0,1,0,47,25,0,1.2823323596887635,47.0
2,55,0.5540000000000003,0.6580000000000001,0,0.5540000000000003,0.6580000000000001,0,1,0,0,0,28,14,1,0.024958940865762225,28.0
3,55,0.6200000000000001,0.6080000000000001,7,0.6200000000000001,0.2580000000000001,0,0,0,0,0,50,28,1,0.7430650622914697,50.0
0,56,0.40200000000000036,0.4100000000000002,0,0.40200000000000036,0.4100000000000002,0,1,0,0,0,32,16,2,-0.565601650919082,32.0
1,56,0.8,0.9600000000000002,0,0.8,0.9600000000000002,0,1,0,0,0,47,25,0,1.2823323596887635,47.0
2,56,0.5580000000000003,0.6600000000000001,0,0.5580000000000003,0.6600000000000001,1,0,0,1,0,29,14,1,0.024958940865762225,29.0
3,56,0.6240000000000001,0.6100000000000001,6,0.6240000000000001,0.2600000000000001,0,0,0,0,0,50,28,1,0.7430650622914697,50.0
0,57,0.40600000000000036,0.4120000000000002,0,0.40600000000000036,0.4120000000000002,1,1,0,1,0,33,17,2,-0.5143083565315314,33.0
1,57,0.8,0.9620000000000002,0,0.8,0.9620000000000002,1,1,0,1,0,48,26,0,1.333625654076314,48.0
2,57,0.5680000000000003,0.6620000000000001,0,0.5680000000000003,0.6620000000000001,0,1,0,0,0,29,14,1,0.024958940865762225,29.0
3,57,0.6280000000000001,0.6120000000000001,5,0.6280000000000001,0.2620000000000001,0,1,0,0,0,50,28,1,0.7430650622914697,50.0
0,58,0.41600000000000037,0.4140000000000002,0,0.41600000000000037,0.4140000000000002,0,1,0,0,0,33,17,2,-0.5143083565315314,33.0
1,58,0.8,0.9640000000000002,0,0.8,0.9640000000000002,1,1,0,1,0,49,27,0,1.3849189484638644,49.0
2,58,0.5720000000000003,0.6640000000000001,0,0.5720000000000003,0.6640000000000001,1,1,1,1,1,30,15,2,-0.6168949453066326,30.0
3,58,0.6320000000000001,0.6140000000000001,4,0.6320000000000001,0.2640000000000001,0,1,0,0,0,50,28,1,0.7430650622914697,50.0
0,59,0.4200000000000004,0.4160000000000002,0,0.4200000000000004,0.4160000000000002,0,0,0,0,0,33,17,2,-0.5143083565315314,33.0
1,59,0.8,0.9660000000000002,0,0.8,0.9660000000000002,1,1,0,1,0,50,28,0,1.436212242851415,50.0
2,59,0.3820000000000003,0.36600000000000016,8,0.3820000000000003,0.05,1,0,0,1,0,31,15,2,-0.6168949453066326,31.0
3,59,0.6360000000000001,0.6160000000000001,3,0.6360000000000001,0.2660000000000001,1,0,0,1,0,51,28,1,0.7430650622914697,51.0
0,60,0.4240000000000004,0.4180000000000002,0,0.4240000000000004,0.4180000000000002,1,0,0,1,0,34,17,2,-0.5143083565315314,34.0
1,60,0.8,0.9680000000000002,0,0.8,0.9680000000000002,1,1,0,1,0,51,29,0,1.4875055372389656,51.0
2,60,0.3920000000000003,0.36800000000000016,7,0.3920000000000003,0.05,0,0,0,0,0,31,15,2,-0.6168949453066326,31.0
3,60,0.6460000000000001,0.6180000000000001,2,0.6460000000000001,0.2680000000000001,0,1,0,0,0,51,28,1,0.7430650622914697,51.0
0,61,0.4340000000000004,0.4200000000000002,0,0.4340000000000004,0.4200000000000002,0,0,0,0,0,34,17,2,-0.5143083565315314,34.0
1,61,0.8,0.9700000000000002,0,0.8,0.9700000000000002,1,1,0,1,0,52,30,0,1.538798831626516,52.0
2,61,0.3960000000000003,0.37000000000000016,6,0.3960000000000003,0.05,0,1,0,0,0,31,15,2,-0.6168949453066326,31.0
3,61,0.6500000000000001,0.6200000000000001,1,0.6500000000000001,0.27000000000000013,0,1,0,0,0,51,28,1,0.7430650622914697,51.0
0,62,0.4380000000000004,0.4220000000000002,0,0.4380000000000004,0.4220000000000002,1,0,0,1,0,35,17,2,-0.5143083565315314,35.0
1,62,0.8,0.9720000000000002,0,0.8,0.9720000000000002,0,1,0,0,0,52,30,0,1.538798831626516,52.0
2,62,0.4000000000000003,0.37200000000000016,5,0.4000000000000003,0.05,0,1,0,0,0,31,15,2,-0.6168949453066326,31.0
3,62,0.6540000000000001,0.6220000000000001,0,0.6540000000000001,0.6220000000000001,1,0,0,1,0,52,28,1,0.7430650622914697,52.0
0,63,0.4480000000000004,0.4240000000000002,0,0.4480000000000004,0.4240000000000002,0,1,0,0,0,35,17,2,-0.5143083565315314,35.0
1,63,0.8,0.9740000000000002,0,0.8,0.9740000000000002,1,1,0,1,0,53,31,0,1.5900921260140666,53.0
2,63,0.4040000000000003,0.37400000000000017,4,0.4040000000000003,0.05,0,1,0,0,0,31,15,2,-0.6168949453066326,31.0
3,63,0.6640000000000001,0.6240000000000001,0,0.6640000000000001,0.6240000000000001,1,1,0,1,0,53,29,1,0.7943583566790203,53.0
0,64,0.4520000000000004,0.4260000000000002,0,0.4520000000000004,0.4260000000000002,1,0,0,1,0,36,17,2,-0.5143083565315314,36.0
1,64,0.8,0.9760000000000002,0,0.8,0.9760000000000002,1,1,0,1,0,54,32,0,1.6413854204016172,54.0
2,64,0.4080000000000003,0.37600000000000017,3,0.4080000000000003,0.05,0,0,1,0,0,31,15,2,-0.6168949453066326,31.0
3,64,0.6740000000000002,0.6260000000000001,0,0.6740000000000002,0.6260000000000001,0,0,0,0,0,53,29,1,0.7943583566790203,53.0
0,65,0.4620000000000004,0.4280000000000002,0,0.6120000000000004,0.4280000000000002,1,1,0,1,0,37,18,2,-0.4630150621439809,37.0
1,65,0.8,0.9780000000000002,0,0.95,0.9780000000000002,1,1,0,1,0,55,33,0,1.6926787147891678,55.0
2,65,0.4120000000000003,0.37800000000000017,2,0.5620000000000003,0.05,0,0,0,0,0,31,15,2,-0.6168949453066326,31.0
3,65,0.6780000000000002,0.6280000000000001,0,0.8280000000000002,0.6280000000000001,0,0,0,0,0,53,29,1,0.7943583566790203,53.0
0,66,0.4720000000000004,0.4300000000000002,0,0.6220000000000004,0.4300000000000002,0,0,0,0,0,37,18,2,-0.4630150621439809,37.0
1,66,0.8,0.98,0,0.95,0.98,1,1,0,1,0,56,34,0,1.7439720091767184,56.0
2,66,0.4160000000000003,0.38000000000000017,1,0.5660000000000003,0.05,0,1,0,0,0,31,15,2,-0.6168949453066326,31.0
3,66,0.6820000000000002,0.6300000000000001,0,0.8320000000000002,0.6300000000000001,0,1,1,0,0,53,29,1,0.7943583566790203,53.0
0,67,0.4760000000000004,0.4320000000000002,0,0.6260000000000004,0.4320000000000002,1,1,0,1,0,38,19,2,-0.41172176775643043,38.0
1,67,0.8,0.98,0,0.95,0.98,1,1,0,1,0,57,35,0,1.7952653035642687,57.0
2,67,0.4200000000000003,0.3820000000000002,0,0.5700000000000003,0.3820000000000002,0,1,0,0,0,31,15,2,-0.6168949453066326,31.0
3,67,0.6860000000000002,0.6320000000000001,0,0.8360000000000002,0.6320000000000001,0,1,0,0,0,53,29,1,0.7943583566790203,53.0
0,68,0.48600000000000043,0.4340000000000002,0,0.6360000000000005,0.4340000000000002,1,1,0,1,0,39,20,2,-0.36042847336887984,39.0
1,68,0.8,0.98,0,0.95,0.98,1,1,0,1,0,58,36,0,1.8465585979518193,58.0
2,68,0.4240000000000003,0.3840000000000002,0,0.5740000000000003,0.3840000000000002,1,0,0,1,0,32,15,2,-0.6168949453066326,32.0
3,68,0.6900000000000002,0.6340000000000001,0,0.8400000000000002,0.6340000000000001,1,0,0,1,0,54,29,1,0.7943583566790203,54.0
0,69,0.49600000000000044,0.4360000000000002,0,0.6460000000000005,0.4360000000000002,0,1,0,0,0,39,20,2,-0.36042847336887984,39.0
1,69,0.8,0.98,0,0.95,0.98,1,1,0,1,0,59,37,0,1.89785189233937,58.40397481431977
2,69,0.43400000000000033,0.3860000000000002,0,0.5840000000000003,0.3860000000000002,0,0,0,0,0,32,15,2,-0.6168949453066326,32.0
3,69,0.7000000000000002,0.6360000000000001,0,0.8500000000000002,0.6360000000000001,0,1,0,0,0,54,29,1,0.7943583566790203,54.0
0,70,0.5000000000000004,0.4380000000000002,0,0.6500000000000005,0.4380000000000002,1,0,0,1,0,40,20,2,-0.36042847336887984,40.0
1,70,0.8,0.98,0,0.95,0.98,1,1,0,1,0,60,38,0,1.9491451867269203,58.40397481431977
2,70,0.43800000000000033,0.3880000000000002,0,0.5880000000000003,0.3880000000000002,0,0,0,0,0,32,15,2,-0.6168949453066326,32.0
3,70,0.7040000000000002,0.6380000000000001,0,0.8540000000000002,0.6380000000000001,1,1,0,1,0,55,30,1,0.8456516510665707,55.0
0,71,0.5100000000000005,0.4400000000000002,0,0.6600000000000005,0.4400000000000002,0,1,0,0,0,40,20,2,-0.36042847336887984,40.0
1,71,0.8,0.98,0,0.95,0.98,1,1,0,1,0,61,39,0,2.000438481114471,58.40397481431977
2,71,0.44200000000000034,0.3900000000000002,0,0.5920000000000003,0.3900000000000002,0,1,0,0,0,32,15,2,-0.6168949453066326,32.0
3,71,0.7140000000000002,0.6400000000000001,0,0.8640000000000002,0.6400000000000001,1,1,0,1,0,56,31,1,0.8969449454541213,56.0
0,72,0.5140000000000005,0.4420000000000002,0,0.6640000000000005,0.4420000000000002,0,0,0,0,0,40,20,2,-0.36042847336887984,40.0
1,72,0.8,0.98,0,0.95,0.98,1,1,0,1,0,62,40,0,2.0517317755020215,58.40397481431977
2,72,0.44600000000000034,0.3920000000000002,0,0.5960000000000003,0.3920000000000002,1,0,0,1,0,33,15,2,-0.6168949453066326,33.0
3,72,0.7240000000000002,0.6420000000000001,0,0.8740000000000002,0.6420000000000001,1,1,0,1,0,57,32,1,0.9482382398416719,57.0
0,73,0.5180000000000005,0.44400000000000023,0,0.6680000000000005,0.44400000000000023,0,1,0,0,0,40,20,2,-0.36042847336887984,40.0
1,73,0.8,0.98,0,0.95,0.98,1,1,0,1,0,63,41,0,2.103025069889572,58.40397481431977
2,73,0.45600000000000035,0.3940000000000002,0,0.6060000000000003,0.3940000000000002,1,1,0,1,0,34,16,2,-0.565601650919082,34.0
3,73,0.7340000000000002,0.6440000000000001,0,0.8840000000000002,0.6440000000000001,0,1,0,0,0,57,32,1,0.9482382398416719,57.0
0,74,0.5220000000000005,0.44600000000000023,0,0.6720000000000005,0.44600000000000023,0,1,0,0,0,40,20,2,-0.36042847336887984,40.0
1,74,0.8,0.98,0,0.95,0.98,1,1,0,1,0,64,42,0,2.1543183642771226,58.40397481431977
2,74,0.46600000000000036,0.3960000000000002,0,0.6160000000000003,0.3960000000000002,0,0,0,0,0,34,16,2,-0.565601650919082,34.0
3,74,0.7380000000000002,0.6460000000000001,0,0.8880000000000002,0.6460000000000001,1,1,0,1,0,58,33,1,0.9995315342292225,58.0
0,75,0.5260000000000005,0.44800000000000023,0,0.6760000000000005,0.44800000000000023,1,1,0,1,0,41,21,2,-0.30913517898132925,41.0
1,75,0.8,0.98,0,0.95,0.98,1,0,0,1,0,65,42,0,2.1543183642771226,58.40397481431977
2,75,0.47000000000000036,0.3980000000000002,0,0.6200000000000003,0.3980000000000002,0,0,0,0,0,34,16,2,-0.565601650919082,34.0
3,75,0.7480000000000002,0.6480000000000001,0,0.8980000000000002,0.6480000000000001,1,0,0,1,0,59,33,1,0.9995315342292225,59.0
0,76,0.5360000000000005,0.45000000000000023,0,0.6860000000000005,0.45000000000000023,1,1,0,1,0,42,22,2,-0.2578418845937789,42.0
1,76,0.8,0.98,0,0.95,0.98,1,1,0,1,0,66,43,0,2.2056116586646732,58.40397481431977
2,76,0.47400000000000037,0.4000000000000002,0,0.6240000000000003,0.4000000000000002,0,1,0,0,0,34,16,2,-0.565601650919082,34.0
3,76,0.7580000000000002,0.6500000000000001,0,0.9080000000000003,0.6500000000000001,1,1,0,1,0,60,34,1,1.050824828616773,60.0
0,77,0.5460000000000005,0.45200000000000023,0,0.6960000000000005,0.45200000000000023,0,1,0,0,0,42,22,2,-0.2578418845937789,42.0
1,77,0.8,0.98,0,0.95,0.98,1,1,0,1,0,67,44,0,2.2569049530522234,58.40397481431977
2,77,0.47800000000000037,0.4020000000000002,0,0.6280000000000003,0.4020000000000002,1,1,0,1,0,35,17,2,-0.5143083565315314,35.0
3,77,0.7680000000000002,0.6520000000000001,0,0.9180000000000003,0.6520000000000001,1,1,1,1,1,61,35,2,0.40897094244437815,61.0
0,78,0.5500000000000005,0.45400000000000024,0,0.7000000000000005,0.45400000000000024,0,1,0,0,0,42,22,2,-0.2578418845937789,42.0
1,78,0.8,0.98,0,0.95,0.98,1,1,0,1,0,68,45,0,2.308198247439774,58.40397481431977
2,78,0.4880000000000004,0.4040000000000002,0,0.6380000000000003,0.4040000000000002,0,1,0,0,0,35,17,2,-0.5143083565315314,35.0
3,78,0.5780000000000003,0.35400000000000015,8,0.7280000000000003,0.05,0,1,0,0,0,61,35,2,0.40897094244437815,61.0
0,79,0.5540000000000005,0.45600000000000024,0,0.7040000000000005,0.45600000000000024,0,0,0,0,0,42,22,2,-0.2578418845937789,42.0
1,79,0.8,0.98,0,0.95,0.98,1,1,0,1,0,69,46,0,2.3594915418273246,58.40397481431977
2,79,0.4920000000000004,0.4060000000000002,0,0.6420000000000003,0.4060000000000002,1,1,0,1,0,36,18,2,-0.4630150621439809,36.0
3,79,0.5820000000000003,0.35600000000000015,7,0.7320000000000003,0.05,0,1,0,0,0,61,35,2,0.40897094244437815,61.0
0,80,0.5580000000000005,0.45800000000000024,0,0.7080000000000005,0.45800000000000024,0,0,0,0,0,42,22,2,-0.2578418845937789,42.0
1,80,0.8,0.98,0,0.95,0.98,1,1,0,1,0,70,47,0,2.410784836214875,58.40397481431977
2,80,0.5020000000000003,0.4080000000000002,0,0.6520000000000004,0.4080000000000002,0,0,1,0,0,36,18,2,-0.4630150621439809,36.0
3,80,0.5860000000000003,0.35800000000000015,6,0.7360000000000003,0.05,0,1,0,0,0,61,35,2,0.40897094244437815,61.0
0,81,0.5620000000000005,0.46000000000000024,0,0.7120000000000005,0.46000000000000024,0,1,0,0,0,42,22,2,-0.2578418845937789,42.0
1,81,0.8,0.98,0,0.95,0.98,1,1,0,1,0,71,48,0,2.4620781306024258,58.40397481431977
2,81,0.5060000000000003,0.4100000000000002,0,0.6560000000000004,0.4100000000000002,0,1,1,0,0,36,18,2,-0.4630150621439809,36.0
3,81,0.5900000000000003,0.36000000000000015,5,0.7400000000000003,0.05,0,1,0,0,0,61,35,2,0.40897094244437815,61.0
0,82,0.5660000000000005,0.46200000000000024,0,0.7160000000000005,0.46200000000000024,1,1,0,1,0,43,23,2,-0.2065485902062283,43.0
1,82,0.8,0.98,0,0.95,0.98,1,1,0,1,0,72,49,0,2.5133714249899763,58.40397481431977
2,82,0.5100000000000003,0.4120000000000002,0,0.6600000000000004,0.4120000000000002,1,0,0,1,0,37,18,2,-0.4630150621439809,37.0
3,82,0.5940000000000003,0.36200000000000015,4,0.7440000000000003,0.05,1,1,0,1,0,62,36,2,0.46026423683192874,62.0
0,83,0.5760000000000005,0.46400000000000025,0,0.7260000000000005,0.46400000000000025,1,1,0,1,0,44,24,2,-0.1552552958186777,44.0
1,83,0.8,0.98,0,0.95,0.98,1,1,0,1,0,73,50,0,2.564664719377527,58.40397481431977
2,83,0.5200000000000004,0.4140000000000002,0,0.6700000000000004,0.4140000000000002,0,0,0,0,0,37,18,2,-0.4630150621439809,37.0
3,83,0.6040000000000003,0.36400000000000016,3,0.7540000000000003,0.05,0,0,1,0,0,62,36,2,0.46026423683192874,62.0
0,84,0.5860000000000005,0.46600000000000025,0,0.7360000000000005,0.46600000000000025,0,1,0,0,0,44,24,2,-0.1552552958186777,44.0
1,84,0.8,0.98,0,0.95,0.98,1,1,0,1,0,74,51,0,2.6159580137650775,58.40397481431977
2,84,0.5240000000000004,0.4160000000000002,0,0.6740000000000004,0.4160000000000002,0,1,0,0,0,37,18,2,-0.4630150621439809,37.0
3,84,0.6080000000000003,0.36600000000000016,2,0.7580000000000003,0.05,0,1,0,0,0,62,36,2,0.46026423683192874,62.0
0,85,0.5900000000000005,0.46800000000000025,0,0.7400000000000005,0.46800000000000025,0,1,0,0,0,44,24,2,-0.1552552958186777,44.0
1,85,0.8,0.98,0,0.95,0.98,1,1,0,1,0,75,52,0,2.667251308152628,58.40397481431977
2,85,0.5280000000000004,0.4180000000000002,0,0.6780000000000004,0.4180000000000002,1,1,0,1,0,38,19,2,-0.41172176775643043,38.0
3,85,0.6120000000000003,0.36800000000000016,1,0.7620000000000003,0.05,0,0,0,0,0,62,36,2,0.46026423683192874,62.0
0,86,0.5940000000000005,0.47000000000000025,0,0.7440000000000005,0.47000000000000025,1,1,0,1,0,45,25,2,-0.1039620014311271,45.0
1,86,0.8,0.98,0,0.95,0.98,1,1,0,1,0,76,53,0,2.7185446025401783,58.40397481431977
2,86,0.5380000000000004,0.4200000000000002,0,0.6880000000000004,0.4200000000000002,0,1,0,0,0,38,19,2,-0.41172176775643043,38.0
3,86,0.6160000000000003,0.37000000000000016,0,0.7660000000000003,0.37000000000000016,1,1,0,1,0,63,37,2,0.5115575312194793,63.0
0,87,0.6040000000000005,0.47200000000000025,0,0.7540000000000006,0.47200000000000025,0,1,0,0,0,45,25,2,-0.1039620014311271,45.0
1,87,0.8,0.98,0,0.95,0.98,1,1,0,1,0,77,54,0,2.769837896927729,58.40397481431977
2,87,0.5420000000000004,0.4220000000000002,0,0.6920000000000004,0.4220000000000002,0,0,0,0,0,38,19,2,-0.41172176775643043,38.0
3,87,0.6260000000000003,0.37200000000000016,0,0.7760000000000004,0.37200000000000016,1,1,0,1,0,64,38,2,0.5628508256070297,64.0
0,88,0.6080000000000005,0.47400000000000025,0,0.7580000000000006,0.47400000000000025,0,0,0,0,0,45,25,2,-0.1039620014311271,45.0
1,88,0.8,0.98,0,0.95,0.98,1,1,0,1,0,78,55,0,2.8211311913152795,58.40397481431977
2,88,0.5460000000000004,0.4240000000000002,0,0.6960000000000004,0.4240000000000002,0,1,0,0,0,38,19,2,-0.41172176775643043,38.0
3,88,0.6360000000000003,0.37400000000000017,0,0.7860000000000004,0.37400000000000017,0,1,0,0,0,64,38,2,0.5628508256070297,64.0
0,89,0.6120000000000005,0.47600000000000026,0,0.7620000000000006,0.47600000000000026,1,1,0,1,0,46,26,2,-0.05266870704357651,46.0
1,89,0.8,0.98,0,0.95,0.98,1,1,0,1,0,79,56,0,2.87242448570283,58.40397481431977
2,89,0.5500000000000004,0.4260000000000002,0,0.7000000000000004,0.4260000000000002,0,0,0,0,0,38,19,2,-0.41172176775643043,38.0
3,89,0.6400000000000003,0.37600000000000017,0,0.7900000000000004,0.37600000000000017,0,1,0,0,0,64,38,2,0.5628508256070297,64.0
0,90,0.6220000000000006,0.47800000000000026,0,0.7720000000000006,0.47800000000000026,0,0,1,0,0,46,26,2,-0.05266870704357651,46.0
1,90,0.8,0.98,0,0.95,0.98,1,1,0,1,0,80,57,0,2.9237177800903806,58.40397481431977
2,90,0.5540000000000004,0.4280000000000002,0,0.7040000000000004,0.4280000000000002,0,0,0,0,0,38,19,2,-0.41172176775643043,38.0
3,90,0.6440000000000003,0.37800000000000017,0,0.7940000000000004,0.37800000000000017,0,1,1,0,0,64,38,2,0.5628508256070297,64.0
0,91,0.6260000000000006,0.48000000000000026,0,0.7760000000000006,0.48000000000000026,0,1,1,0,0,46,26,2,-0.05266870704357651,46.0
1,91,0.8,0.98,0,0.95,0.98,1,1,0,1,0,81,58,0,2.9750110744779312,58.40397481431977
2,91,0.5580000000000004,0.4300000000000002,0,0.7080000000000004,0.4300000000000002,0,1,0,0,0,38,19,2,-0.41172176775643043,38.0
3,91,0.6480000000000004,0.38000000000000017,0,0.7980000000000004,0.38000000000000017,0,1,1,0,0,64,38,2,0.5628508256070297,64.0
0,92,0.6300000000000006,0.48200000000000026,0,0.7800000000000006,0.48200000000000026,0,1,0,0,0,46,26,2,-0.05266870704357651,46.0
1,92,0.8,0.98,0,0.95,0.98,1,1,1,1,1,82,59,1,2.3331571883055364,71.91738214828464
2,92,0.5620000000000004,0.4320000000000002,0,0.7120000000000004,0.4320000000000002,0,0,0,0,0,38,19,2,-0.41172176775643043,38.0
3,92,0.6520000000000004,0.3820000000000002,0,0.8020000000000004,0.3820000000000002,0,1,1,0,0,64,38,2,0.5628508256070297,64.0
0,93,0.6340000000000006,0.48400000000000026,0,0.7840000000000006,0.48400000000000026,1,0,0,1,0,47,26,2,-0.05266870704357651,47.0
1,93,0.6100000000000001,0.6819999999999999,8,0.7600000000000001,0.33199999999999996,0,1,0,0,0,82,59,1,2.3331571883055364,71.91738214828464
2,93,0.5660000000000004,0.4340000000000002,0,0.7160000000000004,0.4340000000000002,1,0,0,1,0,39,19,2,-0.41172176775643043,39.0
3,93,0.6560000000000004,0.3840000000000002,0,0.8060000000000004,0.3840000000000002,1,1,0,1,0,65,39,2,0.6141441199945803,65.0
0,94,0.6440000000000006,0.48600000000000027,0,0.7940000000000006,0.48600000000000027,0,1,0,0,0,47,26,2,-0.05266870704357651,47.0
1,94,0.6140000000000001,0.6839999999999999,7,0.7640000000000001,0.33399999999999996,0,1,0,0,0,82,59,1,2.3331571883055364,71.91738214828464
2,94,0.5760000000000004,0.4360000000000002,0,0.7260000000000004,0.4360000000000002,0,0,0,0,0,39,19,2,-0.41172176775643043,39.0
3,94,0.6660000000000004,0.3860000000000002,0,0.8160000000000004,0.3860000000000002,0,1,1,0,0,65,39,2,0.6141441199945803,65.0
0,95,0.6480000000000006,0.48800000000000027,0,0.7980000000000006,0.48800000000000027,0,0,1,0,0,47,26,2,-0.05266870704357651,47.0
1,95,0.6180000000000001,0.6859999999999999,6,0.7680000000000001,0.33599999999999997,1,1,0,1,0,83,60,1,2.3844504826930866,71.91738214828464
2,95,0.5800000000000004,0.4380000000000002,0,0.7300000000000004,0.4380000000000002,1,1,0,1,0,40,20,2,-0.36042847336887984,40.0
3,95,0.6700000000000004,0.3880000000000002,0,0.8200000000000004,0.3880000000000002,1,1,0,1,0,66,40,2,0.6654374143821309,66.0
0,96,0.6520000000000006,0.49000000000000027,0,0.8020000000000006,0.49000000000000027,0,1,0,0,0,47,26,2,-0.05266870704357651,47.0
