replicate,step,q_before,trust_before,cooldown_before,risk_probability,acceptance_probability,A,Y,Z,used_surrogate,detected_failure,N,V,D,log_M,capped_bound
1,196,0.8,0.31300000000000017,0,0.95,0.31300000000000017,0,1,0,0,0,116,85,3,2.2804884812619597,98.94419681621441
2,196,0.6380000000000001,0.11400000000000002,1,0.7880000000000001,0.05,0,1,0,0,0,63,33,4,-1.0799100074506134,63.0
3,196,0.8,0.31500000000000034,0,0.95,0.31500000000000034,0,1,0,0,0,93,60,3,0.9981561215731962,93.0
0,197,0.5580000000000009,0.11200000000000002,2,0.708000000000001,0.05,0,0,0,0,0,64,37,5,-1.5678840104603566,64.0
1,197,0.8,0.31500000000000017,0,0.95,0.31500000000000017,0,1,0,0,0,116,85,3,2.2804884812619597,98.94419681621441
2,197,0.6420000000000001,0.11600000000000002,0,0.7920000000000001,0.11600000000000002,0,1,0,0,0,63,33,4,-1.0799100074506134,63.0
3,197,0.8,0.31700000000000034,0,0.95,0.31700000000000034,1,1,0,1,0,94,61,3,1.0494494159607468,94.0
0,198,0.5620000000000009,0.11400000000000002,1,0.712000000000001,0.05,0,1,0,0,0,64,37,5,-1.5678840104603566,64.0
1,198,0.8,0.31700000000000017,0,0.95,0.31700000000000017,0,1,0,0,0,116,85,3,2.2804884812619597,98.94419681621441
2,198,0.6460000000000001,0.11800000000000002,0,0.7960000000000002,0.11800000000000002,0,1,0,0,0,63,33,4,-1.0799100074506134,63.0
3,198,0.8,0.31900000000000034,0,0.95,0.31900000000000034,1,1,0,1,0,95,62,3,1.1007427103482974,95.0
0,199,0.566000000000001,0.11600000000000002,0,0.716000000000001,0.11600000000000002,0,0,0,0,0,64,37,5,-1.5678840104603566,64.0
1,199,0.8,0.3190000000000002,0,0.95,0.3190000000000002,1,1,0,1,0,117,86,3,2.3317817756495107,98.94419681621441
2,199,0.6500000000000001,0.12000000000000002,0,0.8000000000000002,0.12000000000000002,0,1,0,0,0,63,33,4,-1.0799100074506134,63.0
3,199,0.8,0.32100000000000034,0,0.95,0.32100000000000034,0,1,0,0,0,95,62,3,1.1007427103482974,95.0
0,200,0.570000000000001,0.11800000000000002,0,0.720000000000001,0.11800000000000002,0,1,0,0,0,64,37,5,-1.5678840104603566,64.0
1,200,0.8,0.3210000000000002,0,0.95,0.3210000000000002,1,1,0,1,0,118,87,3,2.383075070037061,98.94419681621441
2,200,0.6540000000000001,0.12200000000000003,0,0.8040000000000002,0.12200000000000003,0,1,0,0,0,63,33,4,-1.0799100074506134,63.0
3,200,0.8,0.32300000000000034,0,0.95,0.32300000000000034,0,1,0,0,0,95,62,3,1.1007427103482974,95.0
0,201,0.574000000000001,0.12000000000000002,0,0.724000000000001,0.12000000000000002,0,0,0,0,0,64,37,5,-1.5678840104603566,64.0
1,201,0.8,0.3230000000000002,0,0.95,0.3230000000000002,0,1,0,0,0,118,87,3,2.383075070037061,98.94419681621441
2,201,0.6580000000000001,0.12400000000000003,0,0.8080000000000002,0.12400000000000003,1,1,0,1,0,64,34,4,-1.0286167130630628,64.0
3,201,0.8,0.32500000000000034,0,0.95,0.32500000000000034,1,0,0,1,0,96,62,3,1.1007427103482974,96.0
0,202,0.578000000000001,0.12200000000000003,0,0.728000000000001,0.12200000000000003,0,1,0,0,0,64,37,5,-1.5678840104603566,64.0
1,202,0.8,0.3250000000000002,0,0.95,0.3250000000000002,0,1,0,0,0,118,87,3,2.383075070037061,98.94419681621441
2,202,0.6680000000000001,0.12600000000000003,0,0.8180000000000002,0.12600000000000003,0,0,0,0,0,64,34,4,-1.0286167130630628,64.0
3,202,0.8,0.32700000000000035,0,0.95,0.32700000000000035,1,1,0,1,0,97,63,3,1.152036004735848,97.0
0,203,0.582000000000001,0.12400000000000003,0,0.732000000000001,0.12400000000000003,0,1,1,0,0,64,37,5,-1.5678840104603566,64.0
1,203,0.8,0.3270000000000002,0,0.95,0.3270000000000002,0,1,0,0,0,118,87,3,2.383075070037061,98.94419681621441
2,203,0.6720000000000002,0.12800000000000003,0,0.8220000000000002,0.12800000000000003,0,1,1,0,0,64,34,4,-1.0286167130630628,64.0
3,203,0.8,0.32900000000000035,0,0.95,0.32900000000000035,1,1,0,1,0,98,64,3,1.2033292991233986,98.0
0,204,0.586000000000001,0.12600000000000003,0,0.736000000000001,0.12600000000000003,0,1,0,0,0,64,37,5,-1.5678840104603566,64.0
1,204,0.8,0.3290000000000002,0,0.95,0.3290000000000002,0,1,0,0,0,118,87,3,2.383075070037061,98.94419681621441
2,204,0.6760000000000002,0.13000000000000003,0,0.8260000000000002,0.13000000000000003,0,0,0,0,0,64,34,4,-1.0286167130630628,64.0
3,204,0.8,0.33100000000000035,0,0.95,0.33100000000000035,1,1,1,1,1,99,65,4,0.5614754129510038,99.0
0,205,0.590000000000001,0.12800000000000003,0,0.740000000000001,0.12800000000000003,1,0,0,1,0,65,37,5,-1.5678840104603566,65.0
1,205,0.8,0.3310000000000002,0,0.95,0.3310000000000002,1,1,0,1,0,119,88,3,2.434368364424611,98.94419681621441
2,205,0.6800000000000002,0.13200000000000003,0,0.8300000000000002,0.13200000000000003,0,1,0,0,0,64,34,4,-1.0286167130630628,64.0
3,205,0.6100000000000001,0.1,8,0.7600000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,206,0.600000000000001,0.13000000000000003,0,0.750000000000001,0.13000000000000003,1,1,0,1,0,66,38,5,-1.5165907160728063,66.0
1,206,0.8,0.3330000000000002,0,0.95,0.3330000000000002,0,1,0,0,0,119,88,3,2.434368364424611,98.94419681621441
2,206,0.6840000000000002,0.13400000000000004,0,0.8340000000000002,0.13400000000000004,1,1,0,1,0,65,35,4,-0.9773234186755124,65.0
3,206,0.6140000000000001,0.10200000000000001,7,0.7640000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,207,0.610000000000001,0.13200000000000003,0,0.760000000000001,0.13200000000000003,0,0,1,0,0,66,38,5,-1.5165907160728063,66.0
1,207,0.8,0.3350000000000002,0,0.95,0.3350000000000002,0,1,0,0,0,119,88,3,2.434368364424611,98.94419681621441
2,207,0.6940000000000002,0.13600000000000004,0,0.8440000000000002,0.13600000000000004,0,1,0,0,0,65,35,4,-0.9773234186755124,65.0
3,207,0.6180000000000001,0.10400000000000001,6,0.7680000000000001,0.05,0,0,0,0,0,99,65,4,0.5614754129510038,99.0
0,208,0.614000000000001,0.13400000000000004,0,0.764000000000001,0.13400000000000004,0,1,0,0,0,66,38,5,-1.5165907160728063,66.0
1,208,0.8,0.3370000000000002,0,0.95,0.3370000000000002,1,1,0,1,0,120,89,3,2.485661658812162,98.94419681621441
2,208,0.6980000000000002,0.13800000000000004,0,0.8480000000000002,0.13800000000000004,0,1,0,0,0,65,35,4,-0.9773234186755124,65.0
3,208,0.6220000000000001,0.10600000000000001,5,0.7720000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,209,0.618000000000001,0.13600000000000004,0,0.768000000000001,0.13600000000000004,1,1,0,1,0,67,39,5,-1.4652974216852557,67.0
1,209,0.8,0.3390000000000002,0,0.95,0.3390000000000002,0,1,0,0,0,120,89,3,2.485661658812162,98.94419681621441
2,209,0.7020000000000002,0.14000000000000004,0,0.8520000000000002,0.14000000000000004,0,1,0,0,0,65,35,4,-0.9773234186755124,65.0
3,209,0.6260000000000001,0.10800000000000001,4,0.7760000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,210,0.628000000000001,0.13800000000000004,0,0.778000000000001,0.13800000000000004,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,210,0.8,0.3410000000000002,0,0.95,0.3410000000000002,1,1,0,1,0,121,90,3,2.536954953199712,98.94419681621441
2,210,0.7060000000000002,0.14200000000000004,0,0.8560000000000002,0.14200000000000004,0,1,0,0,0,65,35,4,-0.9773234186755124,65.0
3,210,0.6300000000000001,0.11000000000000001,3,0.7800000000000001,0.05,0,1,1,0,0,99,65,4,0.5614754129510038,99.0
0,211,0.632000000000001,0.14000000000000004,0,0.782000000000001,0.14000000000000004,0,0,0,0,0,67,39,5,-1.4652974216852557,67.0
1,211,0.8,0.3430000000000002,0,0.95,0.3430000000000002,0,1,0,0,0,121,90,3,2.536954953199712,98.94419681621441
2,211,0.7100000000000002,0.14400000000000004,0,0.8600000000000002,0.14400000000000004,1,1,0,1,0,66,36,4,-0.9260301242879618,66.0
3,211,0.6340000000000001,0.11200000000000002,2,0.7840000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,212,0.636000000000001,0.14200000000000004,0,0.786000000000001,0.14200000000000004,0,0,0,0,0,67,39,5,-1.4652974216852557,67.0
1,212,0.8,0.3450000000000002,0,0.95,0.3450000000000002,1,1,0,1,0,122,91,3,2.5882482475872632,98.94419681621441
2,212,0.7200000000000002,0.14600000000000005,0,0.8700000000000002,0.14600000000000005,0,1,0,0,0,66,36,4,-0.9260301242879618,66.0
3,212,0.6380000000000001,0.11400000000000002,1,0.7880000000000001,0.05,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,213,0.640000000000001,0.14400000000000004,0,0.790000000000001,0.14400000000000004,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,213,0.8,0.3470000000000002,0,0.95,0.3470000000000002,0,1,0,0,0,122,91,3,2.5882482475872632,98.94419681621441
2,213,0.7240000000000002,0.14800000000000005,0,0.8740000000000002,0.14800000000000005,1,1,0,1,0,67,37,4,-0.8747368299004112,67.0
3,213,0.6420000000000001,0.11600000000000002,0,0.7920000000000001,0.11600000000000002,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,214,0.644000000000001,0.14600000000000005,0,0.794000000000001,0.14600000000000005,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,214,0.8,0.3490000000000002,0,0.95,0.3490000000000002,1,0,0,1,0,123,91,3,2.5882482475872632,98.94419681621441
2,214,0.7340000000000002,0.15000000000000005,0,0.8840000000000002,0.15000000000000005,1,1,0,1,0,68,38,4,-0.8234435355128609,68.0
3,214,0.6460000000000001,0.11800000000000002,0,0.7960000000000002,0.11800000000000002,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,215,0.648000000000001,0.14800000000000005,0,0.798000000000001,0.14800000000000005,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,215,0.8,0.3510000000000002,0,0.95,0.3510000000000002,0,1,0,0,0,123,91,3,2.5882482475872632,98.94419681621441
2,215,0.7440000000000002,0.15200000000000005,0,0.8940000000000002,0.15200000000000005,0,1,0,0,0,68,38,4,-0.8234435355128609,68.0
3,215,0.6500000000000001,0.12000000000000002,0,0.8000000000000002,0.12000000000000002,0,1,0,0,0,99,65,4,0.5614754129510038,99.0
0,216,0.652000000000001,0.15000000000000005,0,0.802000000000001,0.15000000000000005,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,216,0.8,0.3530000000000002,0,0.95,0.3530000000000002,1,1,0,1,0,124,92,3,2.6395415419748134,98.94419681621441
2,216,0.7480000000000002,0.15400000000000005,0,0.8980000000000002,0.15400000000000005,1,1,0,1,0,69,39,4,-0.7721502411253103,69.0
3,216,0.6540000000000001,0.12200000000000003,0,0.8040000000000002,0.12200000000000003,1,1,0,1,0,100,66,4,0.6127687073385544,100.0
0,217,0.656000000000001,0.15200000000000005,0,0.806000000000001,0.15200000000000005,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,217,0.8,0.3550000000000002,0,0.95,0.3550000000000002,0,1,0,0,0,124,92,3,2.6395415419748134,98.94419681621441
2,217,0.7580000000000002,0.15600000000000006,0,0.9080000000000003,0.15600000000000006,0,1,1,0,0,69,39,4,-0.7721502411253103,69.0
3,217,0.6640000000000001,0.12400000000000003,0,0.8140000000000002,0.12400000000000003,0,1,0,0,0,100,66,4,0.6127687073385544,100.0
0,218,0.660000000000001,0.15400000000000005,0,0.810000000000001,0.15400000000000005,0,0,0,0,0,67,39,5,-1.4652974216852557,67.0
1,218,0.8,0.3570000000000002,0,0.95,0.3570000000000002,0,1,1,0,0,124,92,3,2.6395415419748134,98.94419681621441
2,218,0.7620000000000002,0.15800000000000006,0,0.9120000000000003,0.15800000000000006,1,1,1,1,1,70,40,5,-1.414004127297705,70.0
3,218,0.6680000000000001,0.12600000000000003,0,0.8180000000000002,0.12600000000000003,0,0,0,0,0,100,66,4,0.6127687073385544,100.0
0,219,0.664000000000001,0.15600000000000006,0,0.8140000000000011,0.15600000000000006,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,219,0.8,0.3590000000000002,0,0.95,0.3590000000000002,0,1,0,0,0,124,92,3,2.6395415419748134,98.94419681621441
2,219,0.5720000000000003,0.1,8,0.7220000000000003,0.05,0,0,0,0,0,70,40,5,-1.414004127297705,70.0
3,219,0.6720000000000002,0.12800000000000003,0,0.8220000000000002,0.12800000000000003,0,1,0,0,0,100,66,4,0.6127687073385544,100.0
0,220,0.668000000000001,0.15800000000000006,0,0.8180000000000011,0.15800000000000006,0,1,1,0,0,67,39,5,-1.4652974216852557,67.0
1,220,0.8,0.3610000000000002,0,0.95,0.3610000000000002,1,1,0,1,0,125,93,3,2.6908348363623644,98.94419681621441
2,220,0.5760000000000003,0.10200000000000001,7,0.7260000000000003,0.05,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,220,0.6760000000000002,0.13000000000000003,0,0.8260000000000002,0.13000000000000003,0,1,0,0,0,100,66,4,0.6127687073385544,100.0
0,221,0.672000000000001,0.16000000000000006,0,0.8220000000000011,0.16000000000000006,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,221,0.8,0.3630000000000002,0,0.95,0.3630000000000002,0,1,0,0,0,125,93,3,2.6908348363623644,98.94419681621441
2,221,0.5800000000000003,0.10400000000000001,6,0.7300000000000003,0.05,0,0,0,0,0,70,40,5,-1.414004127297705,70.0
3,221,0.6800000000000002,0.13200000000000003,0,0.8300000000000002,0.13200000000000003,0,1,1,0,0,100,66,4,0.6127687073385544,100.0
0,222,0.676000000000001,0.16200000000000006,0,0.8260000000000011,0.16200000000000006,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,222,0.8,0.3650000000000002,0,0.95,0.3650000000000002,1,1,0,1,0,126,94,3,2.7421281307499146,98.94419681621441
2,222,0.5840000000000003,0.10600000000000001,5,0.7340000000000003,0.05,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,222,0.6840000000000002,0.13400000000000004,0,0.8340000000000002,0.13400000000000004,0,1,0,0,0,100,66,4,0.6127687073385544,100.0
0,223,0.680000000000001,0.16400000000000006,0,0.8300000000000011,0.16400000000000006,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,223,0.8,0.3670000000000002,0,0.95,0.3670000000000002,1,1,0,1,0,127,95,3,2.7934214251374656,98.94419681621441
2,223,0.5880000000000003,0.10800000000000001,4,0.7380000000000003,0.05,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,223,0.6880000000000002,0.13600000000000004,0,0.8380000000000002,0.13600000000000004,1,1,0,1,0,101,67,4,0.664062001726105,101.0
0,224,0.684000000000001,0.16600000000000006,0,0.8340000000000011,0.16600000000000006,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,224,0.8,0.3690000000000002,0,0.95,0.3690000000000002,0,1,0,0,0,127,95,3,2.7934214251374656,98.94419681621441
2,224,0.5920000000000003,0.11000000000000001,3,0.7420000000000003,0.05,0,1,1,0,0,70,40,5,-1.414004127297705,70.0
3,224,0.6980000000000002,0.13800000000000004,0,0.8480000000000002,0.13800000000000004,1,1,1,1,1,102,68,5,0.02220811555371016,102.0
0,225,0.688000000000001,0.16800000000000007,0,0.8380000000000011,0.16800000000000007,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,225,0.8,0.3710000000000002,0,0.95,0.3710000000000002,1,1,0,1,0,128,96,3,2.8447147195250158,98.94419681621441
2,225,0.5960000000000003,0.11200000000000002,2,0.7460000000000003,0.05,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,225,0.5080000000000002,0.1,8,0.6580000000000003,0.05,0,1,0,0,0,102,68,5,0.02220811555371016,102.0
0,226,0.6920000000000011,0.17000000000000007,0,0.8420000000000011,0.17000000000000007,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,226,0.8,0.3730000000000002,0,0.95,0.3730000000000002,0,1,0,0,0,128,96,3,2.8447147195250158,98.94419681621441
2,226,0.6000000000000003,0.11400000000000002,1,0.7500000000000003,0.05,0,0,0,0,0,70,40,5,-1.414004127297705,70.0
3,226,0.5120000000000002,0.10200000000000001,7,0.6620000000000003,0.05,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,227,0.6960000000000011,0.17200000000000007,0,0.8460000000000011,0.17200000000000007,0,0,0,0,0,67,39,5,-1.4652974216852557,67.0
1,227,0.8,0.3750000000000002,0,0.95,0.3750000000000002,0,1,0,0,0,128,96,3,2.8447147195250158,98.94419681621441
2,227,0.6040000000000003,0.11600000000000002,0,0.7540000000000003,0.11600000000000002,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,227,0.5160000000000002,0.10400000000000001,6,0.6660000000000003,0.05,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,228,0.7000000000000011,0.17400000000000007,0,0.8500000000000011,0.17400000000000007,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,228,0.8,0.3770000000000002,0,0.95,0.3770000000000002,0,1,0,0,0,128,96,3,2.8447147195250158,98.94419681621441
2,228,0.6080000000000003,0.11800000000000002,0,0.7580000000000003,0.11800000000000002,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,228,0.5200000000000002,0.10600000000000001,5,0.6700000000000003,0.05,0,1,0,0,0,102,68,5,0.02220811555371016,102.0
0,229,0.7040000000000011,0.17600000000000007,0,0.8540000000000011,0.17600000000000007,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,229,0.8,0.3790000000000002,0,0.95,0.3790000000000002,0,1,0,0,0,128,96,3,2.8447147195250158,98.94419681621441
2,229,0.6120000000000003,0.12000000000000002,0,0.7620000000000003,0.12000000000000002,0,1,1,0,0,70,40,5,-1.414004127297705,70.0
3,229,0.5240000000000002,0.10800000000000001,4,0.6740000000000003,0.05,0,1,0,0,0,102,68,5,0.02220811555371016,102.0
0,230,0.7080000000000011,0.17800000000000007,0,0.8580000000000011,0.17800000000000007,0,0,0,0,0,67,39,5,-1.4652974216852557,67.0
1,230,0.8,0.3810000000000002,0,0.95,0.3810000000000002,1,1,0,1,0,129,97,3,2.896008013912566,98.94419681621441
2,230,0.6160000000000003,0.12200000000000003,0,0.7660000000000003,0.12200000000000003,0,1,0,0,0,70,40,5,-1.414004127297705,70.0
3,230,0.5280000000000002,0.11000000000000001,3,0.6780000000000003,0.05,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,231,0.7120000000000011,0.18000000000000008,0,0.8620000000000011,0.18000000000000008,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,231,0.8,0.38300000000000023,0,0.95,0.38300000000000023,0,1,1,0,0,129,97,3,2.896008013912566,98.94419681621441
2,231,0.6200000000000003,0.12400000000000003,0,0.7700000000000004,0.12400000000000003,1,1,0,1,0,71,41,5,-1.3627108329101545,71.0
3,231,0.5320000000000003,0.11200000000000002,2,0.6820000000000003,0.05,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,232,0.7160000000000011,0.18200000000000008,0,0.8660000000000011,0.18200000000000008,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,232,0.8,0.38500000000000023,0,0.95,0.38500000000000023,0,1,1,0,0,129,97,3,2.896008013912566,98.94419681621441
2,232,0.6300000000000003,0.12600000000000003,0,0.7800000000000004,0.12600000000000003,0,1,0,0,0,71,41,5,-1.3627108329101545,71.0
3,232,0.5360000000000003,0.11400000000000002,1,0.6860000000000003,0.05,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,233,0.7200000000000011,0.18400000000000008,0,0.8700000000000011,0.18400000000000008,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,233,0.8,0.38700000000000023,0,0.95,0.38700000000000023,1,1,0,1,0,130,98,3,2.947301308300117,98.94419681621441
2,233,0.6340000000000003,0.12800000000000003,0,0.7840000000000004,0.12800000000000003,0,1,0,0,0,71,41,5,-1.3627108329101545,71.0
3,233,0.5400000000000003,0.11600000000000002,0,0.6900000000000003,0.11600000000000002,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,234,0.7240000000000011,0.18600000000000008,0,0.8740000000000011,0.18600000000000008,0,1,0,0,0,67,39,5,-1.4652974216852557,67.0
1,234,0.8,0.38900000000000023,0,0.95,0.38900000000000023,0,1,0,0,0,130,98,3,2.947301308300117,98.94419681621441
2,234,0.6380000000000003,0.13000000000000003,0,0.7880000000000004,0.13000000000000003,1,1,1,1,1,72,42,6,-2.004564719082549,72.0
3,234,0.5440000000000003,0.11800000000000002,0,0.6940000000000003,0.11800000000000002,0,1,0,0,0,102,68,5,0.02220811555371016,102.0
0,235,0.7280000000000011,0.18800000000000008,0,0.8780000000000011,0.18800000000000008,1,1,0,1,0,68,40,5,-1.414004127297705,68.0
1,235,0.8,0.39100000000000024,0,0.95,0.39100000000000024,0,1,0,0,0,130,98,3,2.947301308300117,98.94419681621441
2,235,0.44800000000000034,0.1,8,0.5980000000000003,0.05,0,1,0,0,0,72,42,6,-2.004564719082549,72.0
3,235,0.5480000000000003,0.12000000000000002,0,0.6980000000000003,0.12000000000000002,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,236,0.7380000000000011,0.19000000000000009,0,0.8880000000000011,0.19000000000000009,0,1,0,0,0,68,40,5,-1.414004127297705,68.0
1,236,0.8,0.39300000000000024,0,0.95,0.39300000000000024,0,1,0,0,0,130,98,3,2.947301308300117,98.94419681621441
2,236,0.45200000000000035,0.10200000000000001,7,0.6020000000000003,0.05,0,1,0,0,0,72,42,6,-2.004564719082549,72.0
3,236,0.5520000000000003,0.12200000000000003,0,0.7020000000000003,0.12200000000000003,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,237,0.7420000000000011,0.1920000000000001,0,0.8920000000000011,0.1920000000000001,0,1,0,0,0,68,40,5,-1.414004127297705,68.0
1,237,0.8,0.39500000000000024,0,0.95,0.39500000000000024,0,1,0,0,0,130,98,3,2.947301308300117,98.94419681621441
2,237,0.45600000000000035,0.10400000000000001,6,0.6060000000000003,0.05,0,0,0,0,0,72,42,6,-2.004564719082549,72.0
3,237,0.5560000000000003,0.12400000000000003,0,0.7060000000000003,0.12400000000000003,0,0,0,0,0,102,68,5,0.02220811555371016,102.0
0,238,0.7460000000000011,0.1940000000000001,0,0.8960000000000011,0.1940000000000001,0,1,0,0,0,68,40,5,-1.414004127297705,68.0
1,238,0.8,0.39700000000000024,0,0.95,0.39700000000000024,0,1,0,0,0,130,98,3,2.947301308300117,98.94419681621441
2,238,0.46000000000000035,0.10600000000000001,5,0.6100000000000003,0.05,0,1,0,0,0,72,42,6,-2.004564719082549,72.0
3,238,0.5600000000000003,0.12600000000000003,0,0.7100000000000003,0.12600000000000003,0,1,0,0,0,102,68,5,0.02220811555371016,102.0
0,239,0.7500000000000011,0.1960000000000001,0,0.9000000000000011,0.1960000000000001,0,1,0,0,0,68,40,5,-1.414004127297705,68.0
1,239,0.8,0.39900000000000024,0,0.95,0.39900000000000024,1,1,0,1,0,131,99,3,2.998594602687667,98.94419681621441
2,239,0.46400000000000036,0.10800000000000001,4,0.6140000000000003,0.05,0,1,0,0,0,72,42,6,-2.004564719082549,72.0
3,239,0.5640000000000003,0.12800000000000003,0,0.7140000000000003,0.12800000000000003,1,1,0,1,0,103,69,5,0.07350140994126031,103.0
0,240,0.7540000000000011,0.1980000000000001,0,0.9040000000000011,0.1980000000000001,0,0,0,0,0,68,40,5,-1.414004127297705,68.0
1,240,0.8,0.40100000000000025,0,0.95,0.40100000000000025,0,1,0,0,0,131,99,3,2.998594602687667,98.94419681621441
2,240,0.46800000000000036,0.11000000000000001,3,0.6180000000000003,0.05,0,1,0,0,0,72,42,6,-2.004564719082549,72.0
3,240,0.5740000000000003,0.13000000000000003,0,0.7240000000000003,0.13000000000000003,0,1,0,0,0,103,69,5,0.07350140994126031,103.0
0,241,0.7580000000000011,0.2000000000000001,0,0.9080000000000011,0.2000000000000001,0,1,0,0,0,68,40,5,-1.414004127297705,68.0
1,241,0.8,0.40300000000000025,0,0.95,0.40300000000000025,0,1,1,0,0,131,99,3,2.998594602687667,98.94419681621441
2,241,0.47200000000000036,0.11200000000000002,2,0.6220000000000003,0.05,1,1,0,1,0,73,43,6,-1.9532714246949983,73.0
3,241,0.5780000000000003,0.13200000000000003,0,0.7280000000000003,0.13200000000000003,0,1,0,0,0,103,69,5,0.07350140994126031,103.0
0,242,0.7620000000000011,0.2020000000000001,0,0.9120000000000011,0.2020000000000001,1,1,0,1,0,69,41,5,-1.3627108329101545,69.0
1,242,0.8,0.40500000000000025,0,0.95,0.40500000000000025,0,1,0,0,0,131,99,3,2.998594602687667,98.94419681621441
2,242,0.4820000000000004,0.11400000000000002,1,0.6320000000000003,0.05,0,1,0,0,0,73,43,6,-1.9532714246949983,73.0
3,242,0.5820000000000003,0.13400000000000004,0,0.7320000000000003,0.13400000000000004,0,1,0,0,0,103,69,5,0.07350140994126031,103.0
0,243,0.7720000000000011,0.2040000000000001,0,0.9220000000000012,0.2040000000000001,0,0,1,0,0,69,41,5,-1.3627108329101545,69.0
1,243,0.8,0.40700000000000025,0,0.95,0.40700000000000025,0,1,0,0,0,131,99,3,2.998594602687667,98.94419681621441
2,243,0.4860000000000004,0.11600000000000002,0,0.6360000000000003,0.11600000000000002,0,1,0,0,0,73,43,6,-1.9532714246949983,73.0
3,243,0.5860000000000003,0.13600000000000004,0,0.7360000000000003,0.13600000000000004,0,0,0,0,0,103,69,5,0.07350140994126031,103.0
0,244,0.7760000000000011,0.2060000000000001,0,0.9260000000000012,0.2060000000000001,0,1,0,0,0,69,41,5,-1.3627108329101545,69.0
1,244,0.8,0.40900000000000025,0,0.95,0.40900000000000025,0,1,0,0,0,131,99,3,2.998594602687667,98.94419681621441
2,244,0.4900000000000004,0.11800000000000002,0,0.6400000000000003,0.11800000000000002,0,1,0,0,0,73,43,6,-1.9532714246949983,73.0
3,244,0.5900000000000003,0.13800000000000004,0,0.7400000000000003,0.13800000000000004,0,0,0,0,0,103,69,5,0.07350140994126031,103.0
0,245,0.7800000000000011,0.2080000000000001,0,0.9300000000000012,0.2080000000000001,1,1,0,1,0,70,42,5,-1.311417538522604,70.0
1,245,0.8,0.41100000000000025,0,0.95,0.41100000000000025,1,1,0,1,0,132,100,3,3.049887897075218,98.94419681621441
2,245,0.4940000000000004,0.12000000000000002,0,0.6440000000000003,0.12000000000000002,0,1,1,0,0,73,43,6,-1.9532714246949983,73.0
3,245,0.5940000000000003,0.14000000000000004,0,0.7440000000000003,0.14000000000000004,0,0,0,0,0,103,69,5,0.07350140994126031,103.0
0,246,0.7900000000000011,0.2100000000000001,0,0.9400000000000012,0.2100000000000001,0,0,0,0,0,70,42,5,-1.311417538522604,70.0
1,246,0.8,0.41300000000000026,0,0.95,0.41300000000000026,1,1,0,1,0,133,101,3,3.1011811914627683,98.94419681621441
2,246,0.4980000000000004,0.12200000000000003,0,0.6480000000000004,0.12200000000000003,0,0,0,0,0,73,43,6,-1.9532714246949983,73.0
3,246,0.5980000000000003,0.14200000000000004,0,0.7480000000000003,0.14200000000000004,0,0,0,0,0,103,69,5,0.07350140994126031,103.0
0,247,0.7940000000000011,0.2120000000000001,0,0.9440000000000012,0.2120000000000001,0,1,0,0,0,70,42,5,-1.311417538522604,70.0
