record_index,accepted,force_error_eV_A,spread_eV_A,accepted_violation,updated_after_record,qhat,qhat_state,bound_eV_A,bound_eV_A_state
235,1,0.06105878401643113,0.0034121005450691386,0,0,0.0,2,0.0,2
236,0,0.06663630038829242,0.003119077883770389,0,0,0.0,2,0.0,2
237,1,0.07122218108464032,0.0028770245767645716,0,0,0.0,2,0.0,2
238,1,0.07309133137000114,0.002703359390943087,0,0,0.0,2,0.0,2
239,1,0.0713934763174314,0.002596108757019112,0,0,0.0,2,0.0,2
240,0,0.06619626225463932,0.0025485158582575804,0,0,0.0,2,0.0,2
241,1,0.06137023936399949,0.0026436715119259073,0,0,0.0,2,0.0,2
242,1,0.05341966464311617,0.002832849654744505,0,0,0.0,2,0.0,2
243,1,0.043011978103541064,0.0031218321836393825,0,0,0.0,2,0.0,2
244,0,0.031503530391203904,0.0034853785919747174,0,0,0.0,2,0.0,2
245,1,0.020860174030503546,0.003868358762132598,0,0,0.0,2,0.0,2
246,1,0.023110915431712162,0.004199567360987456,0,0,0.0,2,0.0,2
247,1,0.027261401658843772,0.00441048117985803,0,0,0.0,2,0.0,2
248,0,0.026739335293758708,0.004453923610848292,0,0,0.0,2,0.0,2
249,1,0.021150147395561883,0.004357365146164706,0,0,0.0,2,0.0,2
250,1,0.027507796179891072,0.004304206611533826,0,0,0.0,2,0.0,2
251,1,0.034272474114134796,0.004093087632298839,0,0,0.0,2,0.0,2
252,0,0.04147676154833976,0.003766825663755835,0,1,0.0,2,0.0,2
253,1,0.04609912899553473,0.006641998819304887,0,0,0.0,2,0.0,2
254,1,0.04739078784924344,0.008522912469716952,0,0,0.0,2,0.0,2
255,1,0.04559016203386984,0.010092906505231739,0,0,0.0,2,0.0,2
256,0,0.04258609049010631,0.011207977184358736,0,0,0.0,2,0.0,2
257,1,0.04016810900348296,0.011778306211040599,0,0,0.0,2,0.0,2
258,1,0.04334884959874906,0.011765004542531472,0,0,0.0,2,0.0,2
259,1,0.04911250415725932,0.011179773034947075,0,0,0.0,2,0.0,2
260,0,0.054310851354008295,0.010086262757764723,0,0,0.0,2,0.0,2
261,1,0.05662904573654883,0.008601760754268745,0,0,0.0,2,0.0,2
262,1,0.05463814952086197,0.006896358062795981,0,0,0.0,2,0.0,2
263,1,0.049135936568480955,0.005184589818054442,0,0,0.0,2,0.0,2
264,0,0.04328406708130789,0.0037054022940715583,0,0,0.0,2,0.0,2
265,1,0.03862384725415506,0.0026774182369039526,0,0,0.0,2,0.0,2
266,1,0.033961608684217125,0.002472684473644802,0,0,0.0,2,0.0,2
267,1,0.029421169379725706,0.002639487947206574,0,0,0.0,2,0.0,2
268,0,0.024475172318401944,0.00340563255408728,0,0,0.0,2,0.0,2
269,1,0.016803352932067264,0.00477841991330983,0,0,0.0,2,0.0,2
270,1,0.007937922846788723,0.0064038341156928205,0,0,0.0,2,0.0,2
271,1,0.008301483980744337,0.007963532878791877,0,0,0.0,2,0.0,2
272,0,0.022027337286834082,0.009261677255763233,0,0,0.0,2,0.0,2
273,1,0.03383822528207375,0.010199763218463718,0,0,0.0,2,0.0,2
274,1,0.04256491114149882,0.010736524939236667,0,0,0.0,2,0.0,2
275,1,0.05037668717220032,0.011216024527485506,0,0,0.0,2,0.0,2
276,0,0.05659769822844759,0.011523371217621495,0,0,0.0,2,0.0,2
277,1,0.05957966847196167,0.011422459204686888,0,0,0.0,2,0.0,2
278,1,0.059707844967271974,0.01094340853608448,0,0,0.0,2,0.0,2
279,1,0.05812997972899264,0.010162631970110868,0,0,0.0,2,0.0,2
280,0,0.05665279918583025,0.009207646937522,0,0,0.0,2,0.0,2
281,1,0.05808379621585432,0.00825128558829619,0,0,0.0,2,0.0,2
282,1,0.060768675707960566,0.007470402841267418,0,0,0.0,2,0.0,2
283,1,0.060980366350916845,0.0070389294037856605,0,0,0.0,2,0.0,2
284,0,0.0583847239034985,0.007087966884321572,0,1,0.0,2,0.0,2
285,1,0.05215861802543571,0.006721082082402171,0,0,0.0,2,0.0,2
286,1,0.04479707339007103,0.005839285552515194,0,0,0.0,2,0.0,2
287,1,0.03510093876138297,0.004581105242034576,0,0,0.0,2,0.0,2
288,0,0.02763928615407339,0.0032405189110623817,0,0,0.0,2,0.0,2
289,1,0.024116846240921776,0.0020791764553423036,0,0,0.0,2,0.0,2
290,1,0.021613166035104978,0.0017231023019795727,0,0,0.0,2,0.0,2
291,1,0.018411304873020343,0.0024369082613093667,0,0,0.0,2,0.0,2
292,0,0.013706674493217833,0.0032979777834627098,0,0,0.0,2,0.0,2
293,1,0.012646367504624518,0.0039035241370923017,0,0,0.0,2,0.0,2
294,1,0.016847899716663412,0.0041715006196463905,0,0,0.0,2,0.0,2
295,1,0.021452325317683412,0.004095788583320124,0,0,0.0,2,0.0,2
296,0,0.03182223957289018,0.0037228782613019894,0,0,0.0,2,0.0,2
297,1,0.039427578580159967,0.0031658734271985743,0,0,0.0,2,0.0,2
298,1,0.04251276747063625,0.0035287312104234896,0,0,0.0,2,0.0,2
299,1,0.041591134295426685,0.004432784394811358,0,0,0.0,2,0.0,2
300,0,0.03999509933632699,0.00511436153603855,0,0,0.0,2,0.0,2
301,1,0.037261788807298565,0.005429776219545537,0,0,0.0,2,0.0,2
