anchor_index,elapsed_fs,path_length_A,bound_eV_A
45,0.5,0.019450422039498674,0.12859009313421088
46,0.5,0.02027034238658365,0.13383123404293695
47,0.5,0.02143987728918154,0.13255411458569294
48,0.5,0.022293260445548652,0.12117775339552496
49,0.5,0.022389615900178725,0.12373280666446769
50,0.5,0.021548429212980093,0.1350849791178959
51,0.5,0.019779903817894674,0.15742396623390986
52,0.5,0.017264747362071196,0.16535238489639154
53,0.5,0.014443314374544942,0.15175952432896417
54,0.5,0.012200418335434353,0.11208556217496704
55,0.5,0.011727709324877796,0.09008729062931396
55,1.0,0.024914666173725303,0.10779700155407793
56,0.5,0.013261213282099045,0.08640408204512574
56,1.0,0.02879640704053016,0.10726740887447356
57,0.5,0.015609072294218346,0.10142192376897013
58,0.5,0.017538545366639454,0.13670751592528238
59,0.5,0.01840908591331419,0.13876608915996935
60,0.5,0.01816389406293905,0.1344564820305142
61,0.5,0.017302051756435025,0.11418280156495361
62,0.5,0.016755398235998697,0.1185534605574313
63,0.5,0.017344693297830158,0.13661070415182475
64,0.5,0.01904105016517654,0.1448355676620136
65,0.5,0.02108440943672246,0.12137561632324659
66,0.5,0.022700713475621886,0.10333502267518321
67,0.5,0.023438629603219616,0.10497739010878829
68,0.5,0.023144750775480873,0.12015801711886218
69,0.5,0.021874818734645536,0.14441332498849008
70,0.5,0.01986904171829145,0.1650461704186033
71,0.5,0.01761407315658522,0.16259846520622054
72,0.5,0.01589339348819763,0.12933297787291254
73,0.5,0.015487343032239038,0.1157849673972072
74,0.5,0.016391289981925013,0.11134123091856932
75,0.5,0.01766170882376204,0.12338612776001957
76,0.5,0.018227643989825685,0.10253873593257501
77,0.5,0.01749017676005493,0.1011271795163982
78,0.5,0.015547791177561776,0.08446794121822779
78,1.0,0.02898977731298761,0.12781850768115444
79,0.5,0.013441986135425833,0.08917102331156507
79,1.0,0.026343904557559323,0.12587366320877252
80,0.5,0.0128342927948919,0.11427291525038216
81,0.5,0.014650037327391176,0.13012435314232146
82,0.5,0.01766139999966243,0.13701763557735624
83,0.5,0.01864762651807451,0.08751580113086213
83,1.0,0.037145284568254014,0.12436620692428237
84,0.5,0.018035766144486334,0.09604864433944406
84,1.0,0.035496935295437695,0.1281267461321683
85,0.5,0.016924865816259172,0.09012600813754594
85,1.0,0.03355585521337115,0.11354143355245841
86,0.5,0.016536076156395112,0.08625337642221996
86,1.0,0.03317602735720569,0.10968141951375268
